time_elapsed,bvp,baseline_cog
61.6,211.4631748484849,baseline
61.7,139.3131718181818,baseline
61.8,125.62424242424241,baseline
61.9,105.63983727272725,baseline
62.0,244.59731168831166,baseline
62.1,266.6008539393939,baseline
62.2,239.40818961038966,baseline
62.3,153.92354606060607,baseline
62.4,82.97694272727274,baseline
62.5,58.0603090909091,baseline
62.6,96.98210969696972,baseline
62.7,272.4343863636364,baseline
62.8,118.3169502164502,baseline
62.9,439.4357003030302,baseline
63.0,139.07195281385282,baseline
63.1,250.9227003030304,baseline
63.2,64.9933696969697,baseline
63.3,17.759280606060603,baseline
63.4,73.09063363636363,baseline
63.5,108.75671428571431,baseline
63.6,196.09357121212116,baseline
63.7,576.2578275757577,baseline
63.8,278.7630757575758,baseline
63.9,27.95482272727273,baseline
64.0,25.318267099567105,baseline
64.1,86.24710818181816,baseline
64.2,147.40155930735935,baseline
64.3,163.0865218181818,baseline
64.4,205.05321666666669,baseline
64.5,380.46263376623375,baseline
64.6,128.822643030303,baseline
64.7,96.77867121212121,baseline
64.8,364.8912497835498,baseline
64.9,61.980414848484855,baseline
65.0,94.0957181818182,baseline
65.1,70.38932090909094,baseline
65.2,646.2912597402596,baseline
65.3,107.3829909090909,baseline
65.4,196.89516878787882,baseline
65.5,43.23211385281384,baseline
65.6,126.77775757575759,baseline
65.7,65.66999333333335,baseline
65.8,121.80345454545453,baseline
65.9,130.56984454545452,baseline
66.0,627.1101116883117,baseline
66.1,51.4574596969697,baseline
66.2,206.09908528138524,baseline
66.3,46.943751212121214,baseline
66.4,46.17125333333333,baseline
66.5,319.6892012987013,baseline
66.6,76.84534636363638,baseline
66.7,158.07695878787877,baseline
66.8,322.8525787878788,baseline
66.9,260.93537969696973,baseline
67.0,65.83141212121213,baseline
67.1,95.69511545454544,baseline
67.2,157.87598398268403,baseline
67.3,82.59586515151513,baseline
67.4,151.19860545454546,baseline
67.5,262.77053809523807,baseline
67.6,56.49746969696971,baseline
67.7,127.1888421212121,baseline
67.8,530.1648852813853,baseline
67.9,35.65401242424242,baseline
68.0,56.24019956709957,baseline
68.1,118.37743121212124,baseline
68.2,105.55107359307357,baseline
68.3,207.34379727272727,baseline
68.4,55.58882151515152,baseline
68.5,177.37486277056277,baseline
68.6,113.04156181818183,baseline
68.7,165.2795933333333,baseline
68.8,334.1814021645021,baseline
68.9,39.31668363636365,baseline
69.0,48.154030303030304,baseline
69.1,275.12283424242423,baseline
69.2,115.28419653679653,baseline
69.3,57.66294696969696,baseline
69.4,56.51532424242425,baseline
69.5,291.7873402597403,baseline
69.6,45.63491242424243,baseline
69.7,61.50970030303028,baseline
69.8,517.298007792208,baseline
69.9,44.82090727272728,baseline
70.0,96.77747965367966,baseline
70.1,111.20535757575759,baseline
70.2,123.0822696969697,baseline
70.3,164.50250545454546,baseline
70.4,104.28232484848486,baseline
70.5,148.5330246753247,baseline
70.6,59.759287575757575,baseline
70.7,106.63309909090908,baseline
70.8,177.8651852813853,baseline
70.9,107.45740272727275,baseline
71.0,293.2853034632035,baseline
71.1,234.21877848484849,baseline
71.2,126.29253290043289,baseline
71.3,292.10309848484854,baseline
71.4,54.45463878787879,baseline
71.5,75.40042467532466,baseline
71.6,60.04551212121212,baseline
71.7,225.55344272727277,baseline
71.8,102.3073367965368,baseline
71.9,291.44323787878784,baseline
72.0,296.908287878788,baseline
72.1,199.2338512121212,baseline
72.2,114.63183116883116,baseline
72.3,140.22345333333334,baseline
72.4,51.60466757575759,baseline
72.5,88.66456017316017,baseline
72.6,85.58074848484846,baseline
72.7,477.40684606060603,baseline
72.8,349.2496004329005,baseline
72.9,77.27904333333332,baseline
73.0,30.264881818181813,baseline
73.1,43.84875242424243,baseline
73.2,259.4494580086579,baseline
73.3,142.53982333333332,baseline
73.4,194.33634484848488,baseline
73.5,695.9318164502165,baseline
73.6,147.31606969696972,baseline
73.7,207.5794045454545,baseline
73.8,288.63397099567095,baseline
73.9,51.20381636363636,baseline
74.0,105.98321601731608,baseline
74.1,127.67208333333333,baseline
74.2,510.1795597402598,baseline
74.3,47.01872636363637,baseline
74.4,277.9832660606061,baseline
74.5,190.94669826839828,baseline
74.6,420.1866912121213,baseline
74.7,53.353434545454526,baseline
74.8,68.34592943722944,baseline
74.9,308.53490090909094,baseline
75.0,63.936154112554114,baseline
75.1,78.40025000000001,baseline
75.2,467.9691965367965,baseline
75.3,81.56222545454544,baseline
75.4,124.99374848484848,baseline
75.5,384.66149826839813,baseline
75.6,312.4487806060606,baseline
